formation info	Avez vous suivi une formation en informatique durant votre formation initial	Avez vous suivie une formation en dehors de votre formation initial	type formation info	Avez vous suivi un MOOC ?	Avez vos suivi une formation en presentiel ?	Avez vous suivi une formation hybride ?	Avez vous suivi une formation avec des amis ?	Avez vous suivi une formation en ligne hors mooc ?	formation magist ere	Y a t il une formation en informatique dans votre département ?	Avez vou suivi une formation en informatique durant votre magistère ?	Class Code	temps rencontre	capacit e r esolution pb	insertion pro	citoyen num erique	Cet enseignement fait partie des mission	Cet enseignement est utile aux apprentis	facilit e mise en oeuvre	objectifs faciles	a l aise avec les connaissances	enseignement code	d ecision enseignement	Avez vous décidé d'enseigner le code a la suite d'une réflexion collective ?	Avez vous décidé d'enseigné a la suite d'une sollicitation institutionnelle ?	Avez vous décide de faire cet enseignement par vous même ?	coll egues enseignent code	mat eriel pour enseigner	utilisation REL	forum	suivi formation en ligne	suivi MOOC	domaines MOOC	Vous avez suivi un mooc dans le domaine du droit, économie, sciences politiques ?	Vous avez suivi un mooc dans d'autres le domaine ?	Vous avez suivi un mooc dans le domaine de l'enseignement ?	Vous avez suivi un mooc dans le domaine de la Sciences et technologies ?	Vous avez suivi un mooc dans le domaine de lettres langues sciences humaines et sociales?	Vous avez suivi un mooc dans le domaine de la santé ?	Vous avez suivi un mooc dans le domaine de l'informatique ?	raison non inscription MOOC	ecriture prog	definition pens ee info	prog affichage	prog tri	d eplacement robot	usages num erique	Avez vous regarder des videos ?	Avez vous ecouter/t el echarger de la musique ?	Avez vous participez a des réseaux sociaux ?	Vous avez déjà acheté en ligne ?	mettre en ligne	Avez vous mit en ligne des contenus professionnels ?	Avez vous mit en ligne des contenus personnels ?	niveau classe	Avez vous une classe CP ?	Avez vous une classe grande section ?	Avez vous une classe CE1 ?	Avez vous une classe CE2 ?	Avez vous une classe CM2 ?	Avez vous une classe de CM1 ?	Avez vous une classe en moyenne section ?	Avez vous une classe en petite section ?	ann ees exp	d epartement	genre	option info	bac	DATE_SAISIE	NUMERO
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	4	1	1	1	4	3	3	de vous-m eme	false	false	true	Non	3	4	3	Oui	2									1	3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2	false	false	false	true	false	true	false	false	10	64	une femme	Oui	1	27/06/2017 17:31	421
Non	false	false												3	2	1			2	4		4					Non	4	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux	false	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP;CE2	true	false	true	true	false	false	false	false	5	64	une femme	Non	1	27/06/2017 17:48	422
Non	false	false												2	4	2	2	2	2	2	2	4					Non	3	2	5	Oui	2									4	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	8	64	un homme	Non	1	27/06/2017 18:03	423
Non	false	false												3	4	1			4	4		4					Non	3	4	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section	false	false	false	false	false	false	false	true	20	64	une femme	Non	3	27/06/2017 18:09	424
Non	false	false												2	2	1	1	4	4	2	2	4					Non	3	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne	false	false	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	25	64	une femme	Non	4	27/06/2017 18:12	425
Non	false	false												3	2	1	4	2	2	2	2	4					Non	3	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1	false	false	true	false	false	false	false	false	15	47	une femme	Non	4	27/06/2017 18:17	427
Non	false	false												4	4	4	2	2	2	2	2	4					Non	4	2	3	Oui	2										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	5	64		Non	1	27/06/2017 18:46	428
Non	false	false												4	2	1	4	4	2	4	2	1	de vous-m eme	false	false	true	Oui	3	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	15	47	une femme	Non	1	27/06/2017 18:51	429
Non	false	false												4	2	1	2	2	2	2	2	4					Non	1	2	3	Oui	2									3	5	Non	Oui			Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	21	47	un homme	Non	3	27/06/2017 18:50	430
Non	false	false												1	2	1	1	3	4	2	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	2	5	Non											1	Non	Oui	Non	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CM2	false	false	false	false	true	true	false	false	26	64	une femme	Non	3	27/06/2017 19:13	431
Non	false	false												2	4	1	1	1	4	4	2	4					Non	2	2	3	Oui	2									2	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	30	33	une femme	Non	4	27/06/2017 19:14	432
Non	false	false												3	2	4	4	2	2	4	2	4					Non	3	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique	false	true	false	true				Grande section;Moyenne section	false	true	false	false	false	false	true	false	37	64	une femme	Non	4	27/06/2017 19:32	434
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non mais il en existe dans mon d epartement	true	false			2	2	3	1	1	4	4	4	3	de vous-m eme	false	false	true	Non	4	3	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Moyenne section	false	false	false	false	false	false	true	false	1	64	une femme	Non	3	27/06/2017 20:10	436
Non	false	false												2	4	1	2	4	4	1	1	4					Non	4	3	5	Oui	2									3	1	Oui	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CM2	false	false	false	false	true	true	false	false	2	64	une femme	Oui	1	27/06/2017 20:22	437
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	4	2	2	4	4					Non	4	5	4	Oui	2									4	3	Oui	Non	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Moyenne section	false	false	false	false	false	false	true	false	20	33	une femme	Oui	3	27/06/2017 20:24	438
Oui durant ma formation initiale	true	false							Non il n en n existe pas dans mon d epartement	false	false			1	2	4	1	1	2	4	3	4					Non	4	3	5	Oui	2									1	1	Oui	Oui	Oui	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1	false	false	false	false	false	true	false	false	15	33	une femme	Oui	1	27/06/2017 20:24	439
Oui en dehors de ma formation initiale	false	true	formation hybride	false	false	true	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	4	1	4	4	4	4					Non	2	2	3	Oui	1	Enseignement	false	false	true	false	false	false	false		1	Non	Non	Non	Non	Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	false	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE2	false	false	false	true	false	false	false	false	22	64	une femme	Non	1	27/06/2017 20:42	440
Non	false	false												2	2	1	4	4	1	4	4	3	de vous-m eme	false	false	true	Non	3	2	2	Oui	2									3	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	15	33	une femme	Non	4	27/06/2017 20:45	441
Non	false	false												2	2	1	1	1	2	4	2	4					Oui	3	2	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	14	47	une femme	Non	4	27/06/2017 20:58	442
Oui en dehors de ma formation initiale	false	true							Non il n en n existe pas dans mon d epartement	false	false			2	2	1	4	4	4	4	4	4					Non	4	2	4	Oui	3										2		Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	12	33	une femme	Oui	1	27/06/2017 21:00	443
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues;formation en pr esentiel	false	true	false	true	false	Non mais il en existe dans mon d epartement	true	false			2	2	1	1	1	4	4	4	1	 a la suite d une r eflexion collective	true	true	false	Oui	2	3	5	Oui	3										4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP	true	false	true	false	false	false	false	false	33	40	une femme	Non	3	27/06/2017 21:17	444
Non	false	false												3	2	1			2	4		4					Non	2	2	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CE2	false	false	true	true	false	false	false	false	16	47	une femme	Non	4	27/06/2017 21:37	445
Non	false	false												2	2	1	4	4	2	2	2	4					Non	2	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section;CP	true	true	false	false	false	false	false	false	6	33	un homme	Non	1	27/06/2017 21:45	446
Non	false	false												2	2	1	1	1	2	4	2	3	de vous-m eme	false	false	true	Non	3	2	5	Oui	1	Lettres langues sciences humaines et sociales	false	false	false	false	true	false	false		4	Non	Non		Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2	false	false	false	true	false	true	false	false	30	33	une femme	Non	4	27/06/2017 21:57	447
Non	false	false												4	4	3	3	1	2	4	2	3	de vous-m eme	false	false	true	Non	3	2	4	Oui	2									1		Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CP	true	true	false	false	false	false	false	false	13	64	une femme	Non	1	27/06/2017 22:09	448
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			4	4	1	1	4	4	1	1	1	de vous-m eme; a la suite d une sollicitation institutionnelle	false	false	true	Oui	3	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	10	33	une femme	Non	4	27/06/2017 22:27	449
Non	false	false													2	1	1		2	1	1	4						3	4	5	Oui	3										5	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CE1;CP	true	false	true	false	false	false	false	false	24	24	une femme	Non	4	27/06/2017 22:28	450
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Oui	false	true			2	2	1	1		1	4	3	1	de vous-m eme	false	false	true	Non	2	1	3	Oui	1	Enseignement;Sciences et technologies	false	false	true	true	false	false	false		1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM2	false	false	false	false	true	false	false	false	7	33	une femme	Non	1	27/06/2017 22:49	451
Non	false	false												3	2	1	2	1	4	2	2	4					Non	4	1	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM1;CM2	false	false	false	false	true	true	false	false	8	33	une femme	Non	4	27/06/2017 23:53	452
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	1	4	2	de vous-m eme	false	false	true	Non	3	3	4	Non											5	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CE2	false	false	false	true	false	true	false	false	12	64	une femme	Non	1	28/06/2017 00:29	453
Non	false	false												3	2	1	3	1	4	1	1	1	de vous-m eme	false	false	true	Oui	1	2	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	23	64	une femme	Non	4	28/06/2017 06:15	454
Non	false	false												2	2	1	1	4	4	4	4	3	 a la suite d une r eflexion collective	true	true	false	Non	2	1	2	Oui	2									1	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CP	true	false	false	false	false	false	false	false	21	33	une femme	Non	4	28/06/2017 07:09	455
Non	false	false												2	2	2	1	1	1	1	1	1	de vous-m eme; a la suite d une r eflexion collective	true	true	true	Non	3	5	5	Non											4	Non	Non	Non	Non	Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	false				CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	4	64	un homme	Non	4	28/06/2017 08:18	457
Non	false	false												2	2	3	1	1	4	1	4	4					Non	4	3	2	Oui	3										1	Oui	Non			Achat en ligne;Regarder des vid eos	true	false	false	true				Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	16	64	une femme	Oui	3	28/06/2017 09:22	458
Non	false	false													2	1	2		2	2	2	4					Non	4	1	2	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	20	64	une femme	Non	4	28/06/2017 09:30	459
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			3	2	4	2	2	2	2	2	4					Non	3	3	3	Oui	3										2	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section;Moyenne section	false	true	false	false	false	false	true	false	10	64	une femme	Non	1	28/06/2017 09:44	460
Non	false	false												3	4	3	1	1	4	4	4	4						2	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	30	64	une femme	Non	1	28/06/2017 09:52	461
Non	false	false												3	2	1	2	2	2	2	2	4					Non	4	4	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;Moyenne section;CP	true	true	false	false	false	false	true	true	36	64	une femme	Non	1	28/06/2017 11:04	462
Non	false	false												2	2	4	1	1	4	4	2	4					Oui	1	3	4	Non											4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				Grande section;Moyenne section	false	true	false	false	false	false	true	false	16	47	un homme	Non	4	28/06/2017 11:15	463
Oui durant ma formation initiale;Oui en dehors de ma formation initiale	true	true	formation en ligne (hors MOOC);formation en pr esentiel	true	true	false	false	true	Oui	false	true			2	4	4	4	1	1	4	1	2	de vous-m eme	false	false	true	Non	3	2	4	Oui	2											Oui				Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	24	33	une femme	Oui	1	28/06/2017 13:13	464
Non	false	false												1	2	1	1	1	1	2	3	2	de vous-m eme	false	false	true	Non	1	3	3	Oui	3										3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM1;CE2;CM2	false	false	false	true	true	true	false	false	2	33	un homme	Non	1	28/06/2017 14:15	465
Non	false	false													2	1	4		2	2	2	4					Non	3	3	5	Non											4	Non	Non	Non	Non	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;CM2	false	false	false	false	true	false	false	true	10	33	une femme	Non	3	28/06/2017 14:36	466
Non	false	false												2	2	1	4	4	4	4	4	4					Non	3	1	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CM1;CP;CM2	true	false	true	false	true	true	false	false	8	64	une femme	Non	1	28/06/2017 15:28	467
Non	false	false												1	4	3	3	3	3	3	3	1					Oui	3	3	5	Oui	1	Lettres langues sciences humaines et sociales	false	false	false	false	true	false	false		4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CE1	false	false	true	false	false	false	false	false	40	64	une femme	Non	4	28/06/2017 15:42	468
Non	false	false												3	4	2	2	4	4	2	2	4					Non	2	3	5	Oui	2									3	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique	false	true	false	true													23	64	un homme	Non	1	28/06/2017 15:51	469
Non	false	false												1	4	3	3	1	4	1	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	1	2	4	Oui	2									1	4	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CP	true	false	false	false	false	false	false	false	28	64	une femme	Non	1	28/06/2017 15:54	470
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	4	1	1	1	4					Non	2	3	5	Oui	2									4	3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	9	64	une femme	Oui	1	28/06/2017 16:06	471
Non	false	false												3	2	4	4	4	2	2	2	4					Oui	3	3	5	Oui	3										4	Non	Non	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2	false	false	false	true	false	true	false	false	25	40	une femme	Non	3	28/06/2017 16:06	472
